model	cluster	min_identicals	max_identicals	mean_identicals	min_max_k8	max_max_k8	mean_max_k8	min_cws	mean_cws	max_cws	sd_cws	min_eps	max_eps	mean_eps	sd_eps	size	deeper_than_noise	cw_tokens	cw_types	cw_ttratio	rel_size	"cluster == ""0"""	rel_no_noise	largest_clus	lemma	kNN_full	SIL_full	kNN_no_noise	SIL_no_noise	min_inner_dist	max_inner_dist	mean_inner_dist	sd_inner_dist	identical_n	identical_prop	min_outer_dist	max_outer_dist	mean_outer_dist	sd_outer_dist	cloud_type	Altocumulus	maincat	topFscore	top_Cw	model_cluster	medoid	pmi10	raw_co10	pmi4	raw_co4	raw_freq	entropy	model_entropy	max_freq	median_freq_necessary	n_necessary	mean_inner_necessary	mean_outer_necessary	mean_inner_cws	mean_outer_cws	mean_top_inner	mean_top_weighted	mean_inner_weighted	sum_freq	Fscore_necessary	top_precision	top_recall
blik.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	1	0	2	0.23809523809523808	0.4304975512655558	0.9104511720347138	0.7529482622571861	1	1.6904761904761905	3	0.6803189796363366	1.8546545821556744	2.760028377325974	2.4685500936408564	0.23944316407768104	42	1	71	55	0.7746478873239436	0.18025751072961374	FALSE	0.5915492957746479	0.5915492957746479	blik	0.5271164021164021	0.1679744028993785	0.9464285714285714	0.19593732733372313	0	0.9853285040143737	0.8254010432328884	0.1164260495245942	10	0.005807200929152149	0.15115180458914979	1	0.9151837988142069	0.05486725067011169	Cirrus	No-AC	Mixed	0.3846153846153846	oog/noun	2	blik.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	2.6196122	1083	3.1678143	753	92972	0.5670609309552819	0.6576046562483652	10	1	28	0.8927917343386244	0.9279708953571428	0.9156009743771043	0.9480367710248878	0.8921400798148148	0.8869233470491804	0.9094718629081898	44	0.06943360257313745	1	0.23809523809523808
blik.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	2	0	5	2.3076923076923075	0.29506199385022236	0.8774457679426712	0.4558269734612588	1	1.4615384615384615	3	0.6602252917735247	1.5744926025462638	2.6312996181622363	1.8920604213461736	0.3781159602414177	13	1	19	9	0.47368421052631576	0.055793991416309016	FALSE	0.18309859154929578	0.5915492957746479	blik	0.7051282051282052	0.572018707763575	0.8739316239316239	0.572018707763575	0	0.9302432934241206	0.4369956363961889	0.31802435358012865	30	0.19230769230769232	0.48308064596982325	1	0.9147687428461941	0.04822695871023121	Stratocumulus	No-AC	Mixed	0.9166666666666666	richt/verb	2	blik.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	3.3318915	931	3.8640041	636	39138	-0	0.6576046562483652	11	1	3	0.8816153766666667	0.9391409547619047	0.9436603069444445	0.9528450157179377	0.90534851	0.90534851	0.9234962032894737	13	0.39761904761904765	1	0.8461538461538461
blik.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	3	0	7	3.625	0.08395619037677426	0.35184771807312887	0.14189095504089388	1	1.5625	3	0.6291528696058958	1.356421497346363	2.1690276305034346	1.6378566201663565	0.3124978494542256	16	1	25	8	0.32	0.06866952789699571	FALSE	0.22535211267605634	0.5915492957746479	blik	0.8506944444444444	0.5606408027391363	0.9375	0.5606408027391363	0	0.5323566371776254	0.1838740089689372	0.14639140269769732	58	0.24166666666666667	0.46924214711525203	1	0.9279107598745447	0.040177915373741595	Cumulus	No-AC	Mixed	1	werp/verb	2	blik.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	5.184118	1712	5.8502793	1338	11320	-0	0.6576046562483652	16	16	1	NA	0.9534586757142857	0.9592934	0.9567956075467178	0.9418168571428571	0.9373491333333333	0.9484256118857143	16	1	1	1
blik.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	0	0	2	0.17297297297297298	0.4464094090151127	0.8181667409658349	0.6316982651743294	1	1.5135135135135136	4	0.6765329461763445	2.6754189654408256	4.414628681771919	3.363941177384527	0.4077960696656157	185	0	280	233	0.8321428571428572	0.7939914163090128	TRUE	1	1	blik	0.9046546546546547	-0.24367879035366702	NA	NA	0	1	0.7963182274951944	0.108456150006691	32	9.400705052878966e-4	0.16431378181497902	0.9875793751822483	0.7381685686220756	0.11107929244967948	Cirrostratus	No-AC	Cirrus-Cumulus	0.04232804232804233	gun/verb	6	blik.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	4.2956223	748	4.865258	532	12091	0.7468622407466181	0.6576046562483652	4	1	145	0.8446001112509579	0.7836436744310346	0.8403502622961374	0.8161857844141445	0.8332904165517241	0.8292000061231883	0.8384592318380542	192	0.014183995582183808	1	0.021621621621621623
blik.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	1	0	5	2.5	0.28644735161155177	0.418925473729751	0.3248496086253157	1	1.5	3	0.674199862463242	1.7050223697021727	2.6087073752932355	1.9799182647952027	0.3451051315814333	12	1	18	8	0.4444444444444444	0.05150214592274678	FALSE	0.25	0.4166666666666667	blik	0.8703703703703703	0.7692275627899513	0.9722222222222222	0.7692275627899513	0	0.560404688655932	0.2449985226633652	0.1618573570758851	30	0.22727272727272727	0.30815423261357233	0.9855240846683393	0.7806200617554921	0.09041751732301281	Cumulus	No-AC	Cirrus-Cumulus	0.9565217391304348	richt/verb	6	blik.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	3.3318915	931	3.8640041	636	39138	-0	0.6576046562483652	11	6	2	0.3123561	0.7964246110000001	0.7967985785714287	0.8432199416045845	0.7469704671428571	0.7469704671428571	0.7691162944444444	12	0.5496894409937888	1	0.9166666666666666
blik.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	2	0	7	3.625	0.062372385883056936	0.19811603362766927	0.09511890330085584	1	1.5625	3	0.6291528696058958	1.356421497346363	2.0745538552096447	1.5893899646939076	0.2603812898867645	16	1	25	8	0.32	0.06866952789699571	FALSE	0.3333333333333333	0.4166666666666667	blik	0.7708333333333334	0.745658480550556	0.953125	0.7470695924088305	2.220446049250313e-16	0.27710092156251354	0.11255758785581071	0.0821460072078855	58	0.24166666666666667	0.3197849147029379	0.9616355301331464	0.7141391634173505	0.11672761293902577	Cumulus	No-AC	Cirrus-Cumulus	1	werp/verb	6	blik.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	5.184118	1712	5.8502793	1338	11320	-0	0.6576046562483652	16	16	1	NA	0.7109288659999999	0.7967186378571428	0.8172988510206037	0.7588990371428571	0.7564211066666666	0.7717078610285715	16	1	1	1
blik.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	3	0	1	0.1	0.1481173511937317	0.5629053698757955	0.3032645784962214	1	1.95	3	0.6863327411532597	1.5147703019998817	2.6754189654408256	2.179605891173826	0.41565919358336173	20	0.95	39	27	0.6923076923076923	0.08583690987124463	FALSE	0.4166666666666667	0.4166666666666667	blik	0.4708333333333333	0.41145419634068137	0.9347222222222222	0.4829966421172746	0	0.743692743743517	0.35536780968956044	0.1462931717841305	2	0.005263157894736842	0.16431378181497902	0.9875793751822483	0.6875826895078697	0.12194000516686689	Cirrus	No-AC	Cirrus-Cumulus	0.6666666666666666	oog/noun	6	blik.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	2.6196122	1083	3.1678143	753	92972	0.3250829733914482	0.6576046562483652	10	1	8	0.6478529550000001	0.7663554738392857	0.7264284008831909	0.8059323965059515	0.6059478476923077	0.5786843393103448	0.6899584399013807	20	0.19642857142857142	1	0.5
blik.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0	0	0	0	0.20446902429407787	0.7904385031324206	0.3066793285543389	1	7.294642857142857	10	1.9506852555057173	2.660585351449181	4.148791382684267	3.165942377151284	0.30817892062832997	224	0	1634	699	0.4277845777233782	0.8115942028985508	TRUE	1	1	blik	0.8515625	-0.18864200152781496	NA	NA	0.0991190389974439	0.9025081513192078	0.41652210675675105	0.09651337866076584	0	0	0.1442613531343241	0.8390991247412549	0.36530678636627983	0.08615849525034126	Cirrostratus	No-AC	Cirrus	0.6470588235294117	de/det	4	blik.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.08502903	25864	0.24676345	12228	28074105	0.7139389098984726	0.7153496749248833	121	14.5	22	0.7828674265367965	0.7658723896226415	0.8871971982231678	0.8718000522216496	0.8140851413323782	0.7705723260872439	0.8590819058048262	584	0.17958961653815916	0.8066666666666666	0.5401785714285714
blik.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	1	0	0	0	0.12567307026433328	0.2522013366773398	0.17990546943563424	5	8.1875	10	1.42448821218944	1.8998573642810184	2.579434897021261	2.1534745867585605	0.24731212219971913	16	1	131	60	0.4580152671755725	0.057971014492753624	FALSE	0.3076923076923077	0.6923076923076923	blik	0.7152777777777778	0.7570361615700314	0.9635416666666666	0.7570361615700314	0.07917814614429708	0.3170835348141551	0.18811104963202283	0.04854412081451976	0	0	0.14969258671214525	0.8311535905065168	0.35231673052371193	0.08207389393892396	Cirrus	No-AC	Cirrus	0.8648648648648648	werp/verb	4	blik.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	5.184118	1712	5.8502793	1338	11320	-0	0.7153496749248833	16	16	1	NA	0.842427754494382	0.828173695920904	0.8644146117038186	0.8489772755932203	0.8157537940869566	0.8190820214827274	16	0.8648648648648648	0.7619047619047619	1
blik.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	2	0	0	0	0.18409789865174853	0.3031927713623215	0.22973603756125227	3	7.833333333333333	10	1.5399443403670703	2.290945418927617	2.646044760746172	2.5286252189296223	0.09456965752941228	36	1	282	135	0.4787234042553192	0.13043478260869565	FALSE	0.6923076923076923	0.6923076923076923	blik	0.39969135802469136	0.16479856526295275	0.9344135802469136	0.2222826132350131	0.1357736757759226	0.4815764157655019	0.27069714285512436	0.06088607223004415	0	0	0.1442613531343241	0.8390991247412549	0.3624588393323504	0.08767627509313045	Cirrus	No-AC	Cirrus	0.58	met/prep	4	blik.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.5661181	6313	0.9938228	3896	4230163	0.8629119236253214	0.7153496749248833	32	29	3	0.6610547366666667	0.769559285318352	0.8506749807296848	0.8708501874498973	0.7950421210447761	0.7402876066403161	0.8229604548814439	78	0.3843465337879185	0.453125	0.8055555555555556
blik.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	0	0	1	0.056338028169014086	0.637204798025296	0.8622133483818554	0.7543557487442335	1	4.23943661971831	8	1.7765519471508717	3.1488125693412523	3.8906602659279756	3.3805587336508087	0.1518750716862489	71	0	301	155	0.5149501661129569	0.2572463768115942	TRUE	1	1	blik	0.44561815336463223	-0.1447587946362092	NA	NA	9.992007221626409e-16	0.9521754992799931	0.8086786213425333	0.10359424626652586	4	8.048289738430583e-4	0.03300051836912177	0.9345084754405725	0.7426429513800711	0.08297618669392842	Cirrostratus	No-AC	Cumulus-Cumulonimbus	0.3259259259259259	van/prep	3	blik.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.046658155	10211	0.013452612	4368	12638933	0.6735833964029367	0.7153496749248833	35	3	20	0.8301617793157895	0.803317014032738	0.8804454030423126	0.882073892826486	0.8287799505194805	0.7516021882078854	0.8561086484350866	125	0.09715578184892397	0.34375	0.30985915492957744
blik.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	1	0	0	0	0.020325558379571174	0.15727970036905248	0.061893959661555344	4	6.142857142857143	9	1.4589624493356326	1.4132454865340334	2.2378027065742403	1.7915390971925678	0.24910534341311558	21	1	129	48	0.37209302325581395	0.07608695652173914	FALSE	0.1024390243902439	0.8195121951219512	blik	0.9828042328042328	0.8604814741637963	0.9828042328042328	0.8604814741637963	3.2996419012198963e-4	0.20833467382633997	0.08805829575766472	0.05520889429483027	0	0	0.23765064048298346	0.8941475543827063	0.6598849180940064	0.09260365080973106	Cumulus	No-AC	Cumulus-Cumulonimbus	1	werp/verb	3	blik.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	5.184118	1712	5.8502793	1338	11320	-0	0.7153496749248833	21	21	1	NA	0.8161059076315789	0.8269754817198581	0.863939526532893	0.8278158859574468	0.7912079711111111	0.8109670465743032	21	1	1	1
blik.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	2	0	0	0	0.0862861418769425	0.4880190729130459	0.22626842619195442	4	5.6875	8	1.25	1.7527560029449682	2.697694643311839	2.137447092076271	0.30695365913033185	16	1	91	44	0.4835164835164835	0.057971014492753624	FALSE	0.07804878048780488	0.8195121951219512	blik	0.9409722222222222	0.8361903271123154	0.96875	0.8361903271123154	0.01739563115739895	0.5518658214234307	0.2712815949830203	0.15412081680515563	0	0	0.11754170538312148	0.9345084754405725	0.671537206420929	0.10193368036464132	Cumulus	No-AC	Cumulus-Cumulonimbus	0.9333333333333333	richt/verb	3	blik.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	3.3318915	931	3.8640041	636	39138	-0	0.7153496749248833	14	13.5	2	0.7097769	0.8038910029333334	0.8353982673995772	0.8696100928618566	0.8475294062790697	0.8122249310389611	0.8211001852287247	27	0.5449799196787148	1	0.875
blik.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	3	0	0	0	0.09582102502041945	0.7374991518130286	0.41001002417191246	2	5.303571428571429	10	1.5233076545584185	1.6802974386824763	3.140173706233339	2.4773760402416376	0.37103165941196986	168	1	891	339	0.38047138047138046	0.6086956521739131	FALSE	0.8195121951219512	0.8195121951219512	blik	0.794808201058201	-5.741355876424272e-4	0.9829695767195767	0.11362214837271982	4.595906819360174e-5	0.8931441087761589	0.5972472666567794	0.13336223880361198	0	0	0.03300051836912177	0.9216598443422704	0.7027881625224811	0.09997248944382062	Cumulonimbus	No-AC	Cumulus-Cumulonimbus	0.6283783783783784	een/det	3	blik.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.59469	17019	1.0368754	10649	11075723	0.8288037903330904	0.7153496749248833	93	32.5	12	0.699471161060606	0.7960434149572649	0.8826579333757484	0.8814896683444348	0.7796272123964497	0.7125384371052631	0.8451049032061243	453	0.30436205971778496	0.7265625	0.5535714285714286
blik.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0	0	2	0.07407407407407407	0.2591835146376924	0.7302067792469127	0.4091698661622711	1	4.333333333333333	10	2.100289254667325	3.1561855449029625	4.2629472424764465	3.4755279785234316	0.23977666201890036	108	0	468	231	0.4935897435897436	0.391304347826087	TRUE	1	1	blik	0.5185185185185185	-0.15225906842489567	NA	NA	0	0.9647191299358848	0.5361378650831765	0.12373193623786696	8	6.922810661128419e-4	0.0743459744250281	0.9060771344547438	0.4647920364403257	0.11231890551612142	Cirrostratus	No-AC	Cumulus-Cumulonimbus	0.39285714285714285	de/det	5	blik.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.08502903	25864	0.24676345	12228	28074105	0.8788306485702216	0.7153496749248833	44	3	25	0.7745383415	0.7523410111729324	0.8302304387852437	0.8224080229960079	0.8081186639130435	0.7551870022641509	0.8128854448364919	199	0.09664687464725853	0.3793103448275862	0.4074074074074074
blik.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	1	0	0	0	0.08421618208325965	0.18825343176931397	0.12990362738252223	2	5.045454545454546	7	1.1329385612423049	1.8515590594717255	2.5595044021178848	2.1309865547851885	0.24530695802516178	22	1	111	43	0.38738738738738737	0.07971014492753623	FALSE	0.13095238095238096	0.8690476190476191	blik	0.8320707070707071	0.6751755711097044	0.928030303030303	0.7096382813252605	0.02563882057540856	0.23317241646264164	0.14356772338059245	0.04183648569390304	0	0	0.0743459744250281	0.8333755502997107	0.3965174427851514	0.10138944780180474	Cumulus	No-AC	Cumulus-Cumulonimbus	1	werp/verb	5	blik.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	5.184118	1712	5.8502793	1338	11320	-0	0.7153496749248833	22	22	1	NA	0.6936694283333333	0.7672974727906977	0.8037453868162767	0.7214795492857143	0.6822712896629214	0.7464663433140283	22	1	1	1
blik.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	2	0	0	0	0.13760722827824912	0.38081836799421553	0.23657975326493466	2	5.527397260273973	12	1.7467021358665358	2.1661650442420015	3.1549610186165187	2.7649672464525192	0.2588957007563651	146	1	807	275	0.34076827757125155	0.5289855072463768	FALSE	0.8690476190476191	0.8690476190476191	blik	0.7094748858447488	0.06080086013071909	0.9853500761035008	0.26181467121832197	0.057631576873395485	0.6980366628685339	0.3622245010367975	0.09552170105443898	0	0	0.14170903618304154	0.9060771344547438	0.44738721358320477	0.11495924288388494	Cumulonimbus	No-AC	Cumulus-Cumulonimbus	0.5821596244131455	met/prep	5	blik.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.5661181	6313	0.9938228	3896	4230163	0.6307253982525179	0.7153496749248833	72	45	10	0.7033147168888889	0.736341204609375	0.8134534481037824	0.8218173039402311	0.740117009379562	0.6715166806577181	0.7846942874150453	398	0.3582381575875733	0.9253731343283582	0.4246575342465753
