token_id	lemma	confidence	original_sense	agree_fct	NOTA	majority
blik/noun/volkskrant_19990716_43/424	blik	4	blik_1	majority	Sense	Agrees
blik/noun/volkskrant_19990723_0/1942	blik	3	blik_2	majority	Sense	Agrees
blik/noun/volkskrant_19990723_0/1942	blik	5	blik_1	minority	Sense	Disagrees
blik/noun/volkskrant_19990723_0/1942	blik	4	blik_2	majority	Sense	Agrees
blik/noun/volkskrant_19990731_106/138	blik	4	blik_2	majority	Sense	Agrees
blik/noun/volkskrant_19990731_106/138	blik	5	blik_1	minority	Sense	Disagrees
blik/noun/volkskrant_19990731_106/138	blik	4	blik_2	majority	Sense	Agrees
blik/noun/volkskrant_19990820_27/51	blik	4	blik_1	full	Sense	Agrees
blik/noun/volkskrant_19990820_27/51	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_19990820_27/51	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_19990924_80/89	blik	2	blik_1	full	Sense	Agrees
blik/noun/volkskrant_19990924_80/89	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_19990924_80/89	blik	4	blik_1	full	Sense	Agrees
blik/noun/volkskrant_19991008_86/235	blik	3	blik_2	minority	Sense	Disagrees
blik/noun/volkskrant_19991008_86/235	blik	5	blik_3	majority	Sense	Agrees
blik/noun/volkskrant_19991008_86/235	blik	4	blik_3	majority	Sense	Agrees
blik/noun/volkskrant_19991119_115/534	blik	4	blik_1	full	Sense	Agrees
blik/noun/volkskrant_19991119_115/534	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_19991119_115/534	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20000429_210/1184	blik	4	blik_1	majority	Sense	Agrees
blik/noun/volkskrant_20000429_210/1184	blik	5	blik_1	majority	Sense	Agrees
blik/noun/volkskrant_20000429_210/1184	blik	2	blik_2	minority	Sense	Disagrees
blik/noun/volkskrant_20000512_45/964	blik	4	blik_2	majority	Sense	Agrees
blik/noun/volkskrant_20000512_45/964	blik	3	blik_1	minority	Sense	Disagrees
blik/noun/volkskrant_20000512_45/964	blik	5	blik_2	majority	Sense	Agrees
blik/noun/volkskrant_20000519_72/477	blik	3	blik_2	minority	Sense	Disagrees
blik/noun/volkskrant_20000519_72/477	blik	3	blik_3	majority	Sense	Agrees
blik/noun/volkskrant_20000519_72/477	blik	3	blik_3	majority	Sense	Agrees
blik/noun/volkskrant_20000714_41/316	blik	4	blik_3	majority	Sense	Agrees
blik/noun/volkskrant_20000714_41/316	blik	4	blik_3	majority	Sense	Agrees
blik/noun/volkskrant_20000714_41/316	blik	5	blik_1	minority	Sense	Disagrees
blik/noun/volkskrant_20000811_119/186	blik	3	blik_2	majority	Sense	Agrees
blik/noun/volkskrant_20000811_119/186	blik	5	blik_1	minority	Sense	Disagrees
blik/noun/volkskrant_20000811_119/186	blik	5	blik_2	majority	Sense	Agrees
blik/noun/volkskrant_20000923_3/425	blik	4	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20000923_3/425	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20000923_3/425	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20001117_121/1344	blik	4	blik_5	full	Sense	Agrees
blik/noun/volkskrant_20001117_121/1344	blik	4	blik_5	full	Sense	Agrees
blik/noun/volkskrant_20001117_121/1344	blik	5	blik_5	full	Sense	Agrees
blik/noun/volkskrant_20010104_112/1439	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20010104_112/1439	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20010104_112/1439	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20010112_136/681	blik	4	blik_2	majority	Sense	Agrees
blik/noun/volkskrant_20010112_136/681	blik	4	blik_1	minority	Sense	Disagrees
blik/noun/volkskrant_20010112_136/681	blik	5	blik_2	majority	Sense	Agrees
blik/noun/volkskrant_20010117_47/248	blik	4	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20010117_47/248	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20010117_47/248	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20010127_6/1032	blik	4	blik_2	majority	Sense	Agrees
blik/noun/volkskrant_20010127_6/1032	blik	3	blik_1	minority	Sense	Disagrees
blik/noun/volkskrant_20010127_6/1032	blik	4	blik_2	majority	Sense	Agrees
blik/noun/volkskrant_20010309_37/151	blik	5	blik_5	minority	Sense	Disagrees
blik/noun/volkskrant_20010309_37/151	blik	5	blik_4	majority	Sense	Agrees
blik/noun/volkskrant_20010309_37/151	blik	4	blik_4	majority	Sense	Agrees
blik/noun/volkskrant_20010420_46/158	blik	4	blik_2	majority	Sense	Agrees
blik/noun/volkskrant_20010420_46/158	blik	5	blik_1	minority	Sense	Disagrees
blik/noun/volkskrant_20010420_46/158	blik	5	blik_2	majority	Sense	Agrees
blik/noun/volkskrant_20010806_87/403	blik	4	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20010806_87/403	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20010806_87/403	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20011110_189/12	blik	2	blik_1	none	Sense	Disagrees
blik/noun/volkskrant_20011110_189/12	blik	2	blik_3	none	Sense	Disagrees
blik/noun/volkskrant_20011110_189/12	blik	5	blik_2	none	Sense	Disagrees
blik/noun/volkskrant_20011127_79/466	blik	4	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20011127_79/466	blik	4	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20011127_79/466	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20020126_117/99	blik	4	blik_3	full	Sense	Agrees
blik/noun/volkskrant_20020126_117/99	blik	5	blik_3	full	Sense	Agrees
blik/noun/volkskrant_20020126_117/99	blik	5	blik_3	full	Sense	Agrees
blik/noun/volkskrant_20020420_140/64	blik	2	blik_2	minority	Sense	Disagrees
blik/noun/volkskrant_20020420_140/64	blik	3	blik_1	majority	Sense	Agrees
blik/noun/volkskrant_20020420_140/64	blik	4	blik_1	majority	Sense	Agrees
blik/noun/volkskrant_20020622_308/5	blik	4	blik_5	full	Sense	Agrees
blik/noun/volkskrant_20020622_308/5	blik	5	blik_5	full	Sense	Agrees
blik/noun/volkskrant_20020622_308/5	blik	2	blik_5	full	Sense	Agrees
blik/noun/volkskrant_20020809_118/463	blik	4	blik_2	majority	Sense	Agrees
blik/noun/volkskrant_20020809_118/463	blik	5	blik_1	minority	Sense	Disagrees
blik/noun/volkskrant_20020809_118/463	blik	4	blik_2	majority	Sense	Agrees
blik/noun/volkskrant_20020920_131/203	blik	0	geen	none	None of the above	Disagrees
blik/noun/volkskrant_20020920_131/203	blik	2	geen	none	None of the above	Disagrees
blik/noun/volkskrant_20020920_131/203	blik	1	blik_2	none	Sense	Disagrees
blik/noun/volkskrant_20020925_76/430	blik	4	blik_2	minority	Sense	Disagrees
blik/noun/volkskrant_20020925_76/430	blik	5	blik_1	majority	Sense	Agrees
blik/noun/volkskrant_20020925_76/430	blik	5	blik_1	majority	Sense	Agrees
blik/noun/volkskrant_20030611_57/166	blik	0	blik_2	none	Sense	Disagrees
blik/noun/volkskrant_20030611_57/166	blik	2	blik_1	none	Sense	Disagrees
blik/noun/volkskrant_20030611_57/166	blik	4	blik_3	none	Sense	Disagrees
blik/noun/volkskrant_20030613_95/183	blik	4	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20030613_95/183	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20030613_95/183	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20030717_50/20	blik	2	blik_5	majority	Sense	Agrees
blik/noun/volkskrant_20030717_50/20	blik	5	blik_5	majority	Sense	Agrees
blik/noun/volkskrant_20030717_50/20	blik	0	blik_4	minority	Sense	Disagrees
blik/noun/volkskrant_20030927_170/147	blik	3	blik_2	minority	Sense	Disagrees
blik/noun/volkskrant_20030927_170/147	blik	5	blik_1	majority	Sense	Agrees
blik/noun/volkskrant_20030927_170/147	blik	5	blik_1	majority	Sense	Agrees
blik/noun/volkskrant_20040320_extra_25/17	blik	4	blik_5	none	Sense	Disagrees
blik/noun/volkskrant_20040320_extra_25/17	blik	2	blik_4	none	Sense	Disagrees
blik/noun/volkskrant_20040320_extra_25/17	blik	0	geen	none	None of the above	Disagrees
blik/noun/volkskrant_20040521_37/89	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20040521_37/89	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_20040521_37/89	blik	5	blik_1	full	Sense	Agrees
blik/noun/parool_19990331_89/1030	blik	5	blik_1	full	Sense	Agrees
blik/noun/parool_19990331_89/1030	blik	5	blik_1	full	Sense	Agrees
blik/noun/parool_19990331_89/1030	blik	3	blik_1	full	Sense	Agrees
blik/noun/parool_19990430_32/596	blik	5	blik_1	full	Sense	Agrees
blik/noun/parool_19990430_32/596	blik	5	blik_1	full	Sense	Agrees
blik/noun/parool_19990430_32/596	blik	4	blik_1	full	Sense	Agrees
blik/noun/parool_19990618_49/181	blik	4	blik_1	majority	Sense	Agrees
blik/noun/parool_19990618_49/181	blik	5	blik_1	majority	Sense	Agrees
blik/noun/parool_19990618_49/181	blik	2	blik_3	minority	Sense	Disagrees
blik/noun/parool_19990621_89/404	blik	5	blik_1	full	Sense	Agrees
blik/noun/parool_19990621_89/404	blik	4	blik_1	full	Sense	Agrees
blik/noun/parool_19990621_89/404	blik	4	blik_1	full	Sense	Agrees
blik/noun/parool_19990722_27/99	blik	3	blik_1	majority	Sense	Agrees
blik/noun/parool_19990722_27/99	blik	4	blik_2	minority	Sense	Disagrees
blik/noun/parool_19990722_27/99	blik	4	blik_1	majority	Sense	Agrees
blik/noun/parool_19991002_49/1290	blik	4	blik_1	majority	Sense	Agrees
blik/noun/parool_19991002_49/1290	blik	3	blik_2	minority	Sense	Disagrees
blik/noun/parool_19991002_49/1290	blik	4	blik_1	majority	Sense	Agrees
blik/noun/parool_20000110_49/262	blik	5	blik_1	full	Sense	Agrees
blik/noun/parool_20000110_49/262	blik	5	blik_1	full	Sense	Agrees
blik/noun/parool_20000110_49/262	blik	4	blik_1	full	Sense	Agrees
blik/noun/parool_20000205_87/223	blik	5	blik_1	full	Sense	Agrees
blik/noun/parool_20000205_87/223	blik	5	blik_1	full	Sense	Agrees
blik/noun/parool_20000205_87/223	blik	4	blik_1	full	Sense	Agrees
blik/noun/parool_20000224_56/418	blik	5	blik_1	none	Sense	Disagrees
blik/noun/parool_20000224_56/418	blik	3	blik_2	none	Sense	Disagrees
blik/noun/parool_20000224_56/418	blik	4	blik_3	none	Sense	Disagrees
blik/noun/parool_20000303_3/158	blik	4	blik_1	full	Sense	Agrees
blik/noun/parool_20000303_3/158	blik	5	blik_1	full	Sense	Agrees
blik/noun/parool_20000303_3/158	blik	4	blik_1	full	Sense	Agrees
blik/noun/parool_20000610_58/1118	blik	4	blik_1	minority	Sense	Disagrees
blik/noun/parool_20000610_58/1118	blik	4	blik_3	majority	Sense	Agrees
blik/noun/parool_20000610_58/1118	blik	4	blik_3	majority	Sense	Agrees
blik/noun/parool_20001205_65/561	blik	4	blik_1	majority	Sense	Agrees
blik/noun/parool_20001205_65/561	blik	4	blik_2	minority	Sense	Disagrees
blik/noun/parool_20001205_65/561	blik	4	blik_1	majority	Sense	Agrees
blik/noun/parool_20010129_7/84	blik	4	blik_1	majority	Sense	Agrees
blik/noun/parool_20010129_7/84	blik	4	blik_2	minority	Sense	Disagrees
blik/noun/parool_20010129_7/84	blik	3	blik_1	majority	Sense	Agrees
blik/noun/parool_20010307_66/668	blik	4	blik_1	minority	Sense	Disagrees
blik/noun/parool_20010307_66/668	blik	5	blik_2	majority	Sense	Agrees
blik/noun/parool_20010307_66/668	blik	4	blik_2	majority	Sense	Agrees
blik/noun/parool_20010505_55/262	blik	4	blik_1	majority	Sense	Agrees
blik/noun/parool_20010505_55/262	blik	4	blik_2	minority	Sense	Disagrees
blik/noun/parool_20010505_55/262	blik	4	blik_1	majority	Sense	Agrees
blik/noun/parool_20010922_97/64	blik	3	blik_1	majority	Sense	Agrees
blik/noun/parool_20010922_97/64	blik	3	blik_2	minority	Sense	Disagrees
blik/noun/parool_20010922_97/64	blik	3	blik_1	majority	Sense	Agrees
blik/noun/parool_20011114_84/66	blik	5	blik_1	none	Sense	Disagrees
blik/noun/parool_20011114_84/66	blik	5	blik_2	none	Sense	Disagrees
blik/noun/parool_20011114_84/66	blik	4	blik_3	none	Sense	Disagrees
blik/noun/parool_20011130_77/39	blik	3	blik_1	majority	Sense	Agrees
blik/noun/parool_20011130_77/39	blik	4	blik_2	minority	Sense	Disagrees
blik/noun/parool_20011130_77/39	blik	4	blik_1	majority	Sense	Agrees
blik/noun/parool_20011217_109/141	blik	4	blik_1	full	Sense	Agrees
blik/noun/parool_20011217_109/141	blik	5	blik_1	full	Sense	Agrees
blik/noun/parool_20011217_109/141	blik	4	blik_1	full	Sense	Agrees
blik/noun/parool_20020319_44/211	blik	4	blik_1	full	Sense	Agrees
blik/noun/parool_20020319_44/211	blik	5	blik_1	full	Sense	Agrees
blik/noun/parool_20020319_44/211	blik	4	blik_1	full	Sense	Agrees
blik/noun/parool_20020608_59/641	blik	4	blik_1	none	Sense	Disagrees
blik/noun/parool_20020608_59/641	blik	5	blik_2	none	Sense	Disagrees
blik/noun/parool_20020608_59/641	blik	4	blik_3	none	Sense	Disagrees
blik/noun/parool_20020703_0/1735	blik	4	blik_1	majority	Sense	Agrees
blik/noun/parool_20020703_0/1735	blik	2	blik_2	minority	Sense	Disagrees
blik/noun/parool_20020703_0/1735	blik	4	blik_1	majority	Sense	Agrees
blik/noun/parool_20020723_22/537	blik	4	blik_1	majority	Sense	Agrees
blik/noun/parool_20020723_22/537	blik	4	blik_1	majority	Sense	Agrees
blik/noun/parool_20020723_22/537	blik	4	blik_3	minority	Sense	Disagrees
blik/noun/parool_20020802_94/1517	blik	4	blik_1	majority	Sense	Agrees
blik/noun/parool_20020802_94/1517	blik	4	blik_2	minority	Sense	Disagrees
blik/noun/parool_20020802_94/1517	blik	3	blik_1	majority	Sense	Agrees
blik/noun/parool_20020923_39/755	blik	4	blik_1	full	Sense	Agrees
blik/noun/parool_20020923_39/755	blik	4	blik_1	full	Sense	Agrees
blik/noun/parool_20020923_39/755	blik	5	blik_1	full	Sense	Agrees
blik/noun/parool_20040302_121/314	blik	4	blik_1	full	Sense	Agrees
blik/noun/parool_20040302_121/314	blik	5	blik_1	full	Sense	Agrees
blik/noun/parool_20040302_121/314	blik	4	blik_1	full	Sense	Agrees
blik/noun/parool_20040619_194/331	blik	3	blik_1	none	Sense	Disagrees
blik/noun/parool_20040619_194/331	blik	4	blik_2	none	Sense	Disagrees
blik/noun/parool_20040619_194/331	blik	4	blik_3	none	Sense	Disagrees
blik/noun/volkskrant_19990517_11/313	blik	4	blik_1	majority	Sense	Agrees
blik/noun/volkskrant_19990517_11/313	blik	5	blik_1	majority	Sense	Agrees
blik/noun/volkskrant_19990517_11/313	blik	4	blik_3	minority	Sense	Disagrees
blik/noun/volkskrant_19990709_150/954	blik	4	blik_1	full	Sense	Agrees
blik/noun/volkskrant_19990709_150/954	blik	5	blik_1	full	Sense	Agrees
blik/noun/volkskrant_19990709_150/954	blik	3	blik_1	full	Sense	Agrees
